title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees,commit_shas,contrib_complexity
gh-1031 - added missing import to fix accumulo 1.8 build,,2017-07-03 15:02:16+00:00,2017-07-26 16:04:17+00:00,2017-07-03 17:05:05+00:00,closed,[],1032,https://github.com/gchq/Gaffer/pull/1032,,False,,[],[],
Fix BloomFilter18 IT,"To get it to build/pass, needed to add import uk.gov.gchq.gaffer.data.element.id.EntityId;  line to BloomFilter18IT.java",2017-07-03 14:16:28+00:00,2017-07-03 17:05:18+00:00,2017-07-03 17:05:18+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1031,https://github.com/gchq/Gaffer/issues/1031,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['bc24b06a42e76faa741432e5b7e7d45c588e4ae1', 'c6c656a90eae6aef29479e38ff3bfdcbda500e60']",1.0
Gh 1011 serialiser and aggregator for hllsketch,,2017-07-03 11:40:58+00:00,2017-07-26 16:04:13+00:00,2017-07-12 11:38:04+00:00,closed,[],1030,https://github.com/gchq/Gaffer/pull/1030,,False,,[],[],
Attempt to increase Codecov.,,2017-06-30 16:21:46+00:00,2017-07-03 11:23:12+00:00,2017-07-03 11:23:11+00:00,closed,[],1029,https://github.com/gchq/Gaffer/pull/1029,,False,,[],[],
gh-113 - disables operations in rest api,Replacement for pull request #1022 ,2017-06-30 14:56:36+00:00,2017-07-03 09:25:54+00:00,2017-07-03 09:25:51+00:00,closed,[],1028,https://github.com/gchq/Gaffer/pull/1028,,False,,[],[],
gh-1026 - tests now extend ToByteSerialisationTest,,2017-06-30 14:27:44+00:00,2017-07-03 15:12:32+00:00,2017-07-03 15:12:30+00:00,closed,[],1027,https://github.com/gchq/Gaffer/pull/1027,,False,,[],[],
Ordered Serialisers shouldSerialiseWithHistoricValues,Test needs to extend ToBytesSerialisationTest<OUTPUT>,2017-06-30 13:32:32+00:00,2017-07-06 07:23:03+00:00,2017-07-03 15:12:39+00:00,closed,"[Label(name=""beginner""), Label(name=""p:high""), Label(name=""tech-def"")]",1026,https://github.com/gchq/Gaffer/issues/1026,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['befb97a6c13ee0531bea7ac58dcafe7025c4a331', '7eebf14f8a17eba2dd54eea40362f52a554211f5', '0a75c8fb566a54e34418f5b8581a88acce39be56']",1.0
Add a graphId to uniquely identify an instance of a Gaffer graph,"A large number of files have changed, but the change in the majority of files is just to simply added a graphId whenever a Graph is instantiated or a Store is initialised.

I have also deprecated the 'table' property in HBase and Accumulo, so these stores will now use the graphId as a table name.

This is needed for issue gh-954. The rest of the changes for that issue will come later. The final part of that issue is to add the Graph Library. The Graph Library needs this graphId to uniquely identify a schema and store properties.

Is everyone happy with this idea of requiring a graphId when you create a Gaffer graph?",2017-06-30 11:47:28+00:00,2017-07-05 20:44:58+00:00,2017-07-05 20:44:55+00:00,closed,[],1025,https://github.com/gchq/Gaffer/pull/1025,,False,,[],[],
gh-954 - created getTableName method,Added this for the Accumulo and HBase stores. This is required for issue gh-954. The rest of the changes are coming later,2017-06-29 17:23:09+00:00,2017-06-30 10:03:14+00:00,2017-06-30 10:03:11+00:00,closed,[],1024,https://github.com/gchq/Gaffer/pull/1024,,False,,[],[],
gh-954 - renamed JsonUtil to JsonAssert,"Created a JsonUtil class to compare json objects.

This is required for gh-954. The rest of the changes for gh-954 will come later.",2017-06-29 17:06:28+00:00,2017-06-30 11:13:04+00:00,2017-06-30 11:13:02+00:00,closed,[],1023,https://github.com/gchq/Gaffer/pull/1023,,False,,[],[],
gh-113 - added advanced mode,"By default Stores will register all operations. When advanced mode is disabled, the advanced operations (e.g. AddElementsFromHdfs) are not registered. This means when a Graph is instantiated for use via the rest api, advanced mode can be disabled and the advanced operations are then not available via the rest api.

I'm not completely convinced with the ""advanced mode"" idea. Perhaps it needs a different name. What do you think?",2017-06-29 07:01:41+00:00,2018-05-03 11:48:27+00:00,2017-06-30 13:23:02+00:00,closed,"[Label(name=""question"")]",1022,https://github.com/gchq/Gaffer/pull/1022,,False,,[],[],
Gh 987 update to string builders,,2017-06-28 13:44:46+00:00,2017-06-29 11:25:46+00:00,2017-06-29 11:25:44+00:00,closed,[],1021,https://github.com/gchq/Gaffer/pull/1021,,False,,[],[],
Gh 885 reduce times byte array is copied,,2017-06-27 16:19:45+00:00,2017-06-30 18:50:44+00:00,2017-06-30 18:49:47+00:00,closed,[],1020,https://github.com/gchq/Gaffer/pull/1020,,False,,[],[],
Gh 855 before merge with mitigation,,2017-06-27 16:18:50+00:00,2017-06-30 15:56:44+00:00,2017-06-27 16:19:04+00:00,closed,[],1019,https://github.com/gchq/Gaffer/pull/1019,,False,,[],[],
Gh 406 accumulo itrs,"Sorry about the large number of files changed.

The main changes are:
- ValidatorFilter, ElementPreAggregationFilter and ElementPostAggregationFilter accumulo iterators are only applied if they are actually required. I.e there are filters defined in the schema/view.
- ValidatorFilter, ElementPreAggregationFilter and ElementPostAggregationFilter iterators now lazily deserialise the different accumulo columns. So if you only filter on groupBy properties then we don't need to deserialise all the properties in the Value, just the ones in the column qualifier.
- The accumulo handler for GetAdjacentIds now only deserialisers the rowId and extracts the destination. Unless the user provides post transform filters.
- Tidied up some other classes.

See the migration notes on the issue for the optimisations this pull request will provide: https://github.com/gchq/Gaffer/issues/406",2017-06-27 16:12:14+00:00,2017-07-04 09:26:51+00:00,2017-07-04 09:26:48+00:00,closed,[],1018,https://github.com/gchq/Gaffer/pull/1018,,False,,[],[],
Gh 855 serialisation migration mitigation,,2017-06-27 16:02:54+00:00,2017-06-29 06:06:01+00:00,2017-06-29 06:05:56+00:00,closed,[],1017,https://github.com/gchq/Gaffer/pull/1017,,False,,[],[],
Improvements to Parquet store,"Tidy up the code
- Several classes need Javadoc
- In the unit tests, there are lots of messages like ""WARN  - To get the best performance out of the ParquetStore you need to be using ParquetSerialiser classes! WARN  - uk.gov.gchq.gaffer.serialisation.implementation.raw.RawFloatSerialiser does not extend ParquetSerialiser."" Change this to INFO rather than WARN.",2017-06-27 15:22:55+00:00,2017-07-31 10:33:22+00:00,2017-07-31 07:39:17+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",1016,https://github.com/gchq/Gaffer/issues/1016,"Milestone(title=""v0.7.8"", number=42)",False,"NamedUser(login=""ac74475"")","[NamedUser(login=""ac74475"")]","['236c5d6298dca6b6291dceec22e4f79906d5d9db', 'eef3a8dc5605a1ff56d2164435ce5a36b6c348dd', '4c65af2f972f562f10534ee62952a16f756455ff', '090ab07ce2fcacc22e9922db9dbc255cdcc1993a']",2.0
gh-855 serialisation migration mitigation,Testing added serialisation against static primitive byte[].,2017-06-27 14:53:00+00:00,2017-06-27 15:35:44+00:00,2017-06-27 15:35:44+00:00,closed,[],1015,https://github.com/gchq/Gaffer/pull/1015,,False,,[],[],
Updating develop with release branch,,2017-06-27 14:22:49+00:00,2017-06-27 14:25:23+00:00,2017-06-27 14:25:20+00:00,closed,[],1014,https://github.com/gchq/Gaffer/pull/1014,,False,,[],[],
Updating master with release 0.7.5,,2017-06-27 14:16:26+00:00,2017-06-27 14:23:38+00:00,2017-06-27 14:23:35+00:00,closed,[],1013,https://github.com/gchq/Gaffer/pull/1013,,False,,[],[],
fix jcs exception,"When killing the road traffic example with ^C, JCS throws an exception. ",2017-06-27 12:22:10+00:00,2017-07-05 09:07:07+00:00,2017-07-05 09:06:56+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",1012,https://github.com/gchq/Gaffer/issues/1012,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]","['626a8643b747cfd10686526649e82ebf5732bbf8', '393ca82c416d52db93d4f9a75c52aeb645a96c94', '4bb88ea6400c4572ac3305b72645f69e1f0671b7', '48fa5db7cf8318185cfb509e9088f1ddfde7c2e0', '050b0e877748336dbc80801d3aadaa190776a251', 'df11bbec745bdfa4710f7cf9144f056c8f9d471b', '9f11b915a24759571800462ef21a82e219c274a7', '139db3a00815463d50003ba69b036d198e2dcc3d', '4cc8c3d4e6c339b33779f1a2ce796f47ecc5f3bd']",2.0
Create serialiser and aggregator for HllSketch from DataSketches,"Create a serialiser and aggregator to allow the `HLLSketch` class from the DataSketches library to be used as a property. As part of this issue, the version of the library should be updated to 0.10.0.

Serialisers and aggregators for sketches (not just unions) should also be added to allow users a choice of which to use.",2017-06-27 08:11:02+00:00,2017-07-12 11:38:32+00:00,2017-07-12 11:38:28+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1011,https://github.com/gchq/Gaffer/issues/1011,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]","['8dd23ea6f1c2cfb63207c7f8f2328d2bb3904e3e', 'c9fea6a06a4d617435e6847366eb71e6c59f240c', '046e1f686e5c49dea4e0daa7779df1f9869b16e6', '842771460e5bf3f564d63983020aaaff94128986', '000ce5e5a668978102dc9381338a0326664249bb', '71eb7fa30f400bd653660d4d3ee9cd65707d3049', 'f1c5771105bddf08909586a1390966fbf46e39ea', '855e88272c7da39f370907ef0bc17b54e4fb2750', '01bd4fa30f869bd3b930e89d6ec3983e7ef8d662', '62b08020fc98f897ad378e80b005679ae25bc202', '274e4fe806f1288e5cc405250587ce41297339e4']",3.0
Gh 328 add from hdfs,,2017-06-26 10:57:59+00:00,2017-06-27 16:08:19+00:00,2017-06-27 16:08:17+00:00,closed,[],1010,https://github.com/gchq/Gaffer/pull/1010,,False,,[],[],
Gh 892 map store updates,"The main changes in this pull request:

- added a MapFactory so users can provide a more complex map implementation like Hazelcast or MapDB.
- elements are now split up into different maps based on their groups
- non aggregated and aggregated elements are now in separate maps
- added a store property to configure batching elements up and applying aggregation before adding them to the existing map store",2017-06-26 10:55:13+00:00,2017-06-30 12:58:20+00:00,2017-06-30 12:58:18+00:00,closed,[],1009,https://github.com/gchq/Gaffer/pull/1009,,False,,[],[],
Gh 936 get elements documentation,Not sure if this is all you wanted doing,2017-06-23 12:53:00+00:00,2017-06-27 06:11:23+00:00,2017-06-27 06:11:18+00:00,closed,[],1008,https://github.com/gchq/Gaffer/pull/1008,,False,,[],[],
gh-1006 - Migrate travis environment to Ubuntu 14.04,,2017-06-22 13:42:54+00:00,2017-06-26 10:52:54+00:00,2017-06-26 10:52:51+00:00,closed,[],1007,https://github.com/gchq/Gaffer/pull/1007,,False,,[],[],
Update Travis to use the latest available build environment,"Travis has recently announced supported for container-based instances of Ubuntu 14.04 LTS (an update over the currently instances of Ubuntu 12.04 LTS). We should update our Travis configuration to make use of the new environments.

This may also help with the performance of tests in Travis due to decreased image boot time.",2017-06-22 13:41:35+00:00,2017-06-26 10:53:13+00:00,2017-06-26 10:53:10+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1006,https://github.com/gchq/Gaffer/issues/1006,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""t616178"")","[NamedUser(login=""t616178"")]","['eaea687abf4dfce902a348c9c7c43f2dc39053fe', '99e317e6ee49a1acb4c35ecac1f8a93da545c628']",1.0
Gh 976 job tracker updates,,2017-06-21 09:14:14+00:00,2017-06-22 13:31:54+00:00,2017-06-22 13:31:50+00:00,closed,[],1005,https://github.com/gchq/Gaffer/pull/1005,,False,,[],[],
Gh 1003 required annotation,,2017-06-21 09:10:18+00:00,2017-06-22 09:33:53+00:00,2017-06-22 09:33:48+00:00,closed,[],1004,https://github.com/gchq/Gaffer/pull/1004,,False,,[],[],
Create Required annotation for Operation fields,Currently distinguishing what fields on Operations are required is hard and would require reading the code. This issue is to create a Required annotation class that can be used to annotate the fields that are required. The default Operation.validate method can then be updated to check for these fields. The Operation example documentation can also be updated to list the fields with these annotations.,2017-06-21 06:23:43+00:00,2017-06-22 10:26:33+00:00,2017-06-22 10:26:33+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required""), Label(name=""p:normal"")]",1003,https://github.com/gchq/Gaffer/issues/1003,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['cea9ac70959b945280e4fd2f73ae30d4dd1454b2', 'b812d21fbb09918dadb316363a96004dcc83287d', '16235317cf9160d9c1d43a1dfb5ed111ddec7964', '004041842c396d48b2d5517b5b1d93472c317e3d']",2.0
gh-994,Adding a generic map and set serialiser,2017-06-20 15:04:05+00:00,2017-06-28 11:45:21+00:00,2017-06-27 12:51:12+00:00,closed,[],1001,https://github.com/gchq/Gaffer/pull/1001,,False,,[],[],
Gh 988 serialiser preserve object ordering,,2017-06-20 11:15:55+00:00,2017-06-23 12:05:39+00:00,2017-06-23 12:05:36+00:00,closed,[],1000,https://github.com/gchq/Gaffer/pull/1000,,False,,[],[],
gh-998 - added some useful serialisers,,2017-06-19 16:53:07+00:00,2017-06-26 11:03:22+00:00,2017-06-20 14:31:39+00:00,closed,[],999,https://github.com/gchq/Gaffer/pull/999,,False,,[],[],
Create serialisers for common Gaffer graph objects,"When using products like hazelcast or mapDB, to optimise the performance you need to provide serialisers for the key and value classes used in maps.

Also, it is common for store implements to need to implement serialisation for classes like Elements, Properties, etc.

So, we should create some serialisers for the following classes:

- Element
- Edge
- Entity
- Properties
- ElementId
- EdgeId
- EntityId",2017-06-19 16:45:17+00:00,2017-06-20 14:31:50+00:00,2017-06-20 14:31:46+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",998,https://github.com/gchq/Gaffer/issues/998,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['19802fbfe74d77d9fc1b44d3c9f3448c6d43871b', '442c18fafc94bfae54d53abd61466b743a021e44', '709d01217bd3a0e87beb7336c1cae4ac185519d9', 'ca5a94c9b6f7b43293ff1a68f3e0a83ddc1751b3']",3.0
gh-996 - added ingest and query aggregator methods,,2017-06-19 16:38:11+00:00,2017-06-20 13:08:46+00:00,2017-06-20 13:08:44+00:00,closed,[],997,https://github.com/gchq/Gaffer/pull/997,,False,,[],[],
The Schema should have separate methods for getting Ingest and Query Aggregator,"Currently there is only one method on the schema, getAggregator(). This returns a full aggregator to aggregate all properties in 2 elements. Depending on the type of aggregation (Ingest or Query) we may want to keep some properties constant - the groupBy properties. 

Therefore we should create getIngestAggregator and getQueryAggregator methods.",2017-06-19 16:24:45+00:00,2017-06-28 11:45:39+00:00,2017-06-20 13:09:07+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",996,https://github.com/gchq/Gaffer/issues/996,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['b467597f0683dda46c22c439918d861038326fac', '3dff77a7722936ae2b020523aff8664564684f32']",1.0
gh-868 - added variables to named operations,,2017-06-19 16:14:31+00:00,2017-06-23 10:17:43+00:00,2017-06-23 10:17:40+00:00,closed,[],995,https://github.com/gchq/Gaffer/pull/995,,False,,[],[],
Create Generic Map/Set Serialisers,"We should be able to serialise maps/sets by specifying the serialisers for the objects they hold, rather than creating new Map/Set serialiser every time we counter a new type/type combination.",2017-06-19 16:08:49+00:00,2017-06-27 12:52:08+00:00,2017-06-27 12:51:26+00:00,closed,"[Label(name=""enhancement""), Label(name=""migration-required"")]",994,https://github.com/gchq/Gaffer/issues/994,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]","['b5591821efb5bbd552cc982776dcbf5e9fe8ad9d', '221b6d312ddade58fa5800db120725349f0359c9', '0946c4203097a2b218981e2463b6564067fec605', 'c98b34607305725723c474092db3fa3598a95e51', '8a9c9ce2b10549b73fdffa1f71d7d4f730ccfae8']",3.0
gh-991 - added ScoreOperationChain operation,"- Created a new operation - ScoreOperationChain
- Moved the score logic from OperationChainLimiter to ScoreOperationChainHandler to avoid duplication.",2017-06-19 14:48:33+00:00,2017-06-20 16:09:43+00:00,2017-06-20 16:09:41+00:00,closed,[],993,https://github.com/gchq/Gaffer/pull/993,,False,,[],[],
gh-990 - fixed operation chain limiter,,2017-06-19 13:32:33+00:00,2017-06-21 11:45:38+00:00,2017-06-21 11:45:33+00:00,closed,[],992,https://github.com/gchq/Gaffer/pull/992,,False,,[],[],
Create an operation to calculate the Operation Chain Score for a provided operation chain,"Prior to executing an operation chain, users could use this operation to calculate the score of their operation chain.",2017-06-19 13:31:58+00:00,2017-06-20 16:10:10+00:00,2017-06-20 16:10:05+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",991,https://github.com/gchq/Gaffer/issues/991,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['84f12cec2986bc2e6a2bef4a3b7febdac0aa582f', 'c12b3387f51338ce566142efa45a7425ea0b15a2', '39c2ba57de2353fedf8950d56e25b3f05d38531f']",2.0
Operation chain scoring may use the wrong scores,"opScores.properties file is sorted by value, which may cause the wrong value to be chosen for operations with scores lower than the operation base class.

The ordering should come from the order in the properties file.",2017-06-19 13:23:37+00:00,2017-06-28 11:45:39+00:00,2017-06-21 11:46:01+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",990,https://github.com/gchq/Gaffer/issues/990,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['35b4c13a355c7e64c501209184f5bc4bb2c557c3', '4ea21d2ce03dcb4c9de388dcebf5fa3a339946ba', '883cee049b9d9732b4ed1d925f13be08f8fc289f']",2.0
The Raw Serialisers do not preserve object ordering,"The Raw Serialisers (RawLongSerialiser, RawDateSerialiser, etc.) do not always preserve object ordering.

For example if you serialise the following longs you, they should be serialised into bytes that maintains the same ordering.

1. 1496709602656   ->  [96, 29, -40, 122, 92, 1, 0, 0]
2. 1496710980959   ->  [95, 37, -19, 122, 92, 1, 0, 0]
3. 1496710980960   ->  [96, 37, -19, 122, 92, 1, 0, 0]
4. 1496710980961   ->  [97, 37, -19, 122, 92, 1, 0, 0]

So the values of the serialised bytes ends up reordering the values into:

2. 1496710980959   ->  [95, 37, -19, 122, 92, 1, 0, 0]
1. 1496709602656   ->  [96, 29, -40, 122, 92, 1, 0, 0]
3. 1496710980960   ->  [96, 37, -19, 122, 92, 1, 0, 0]
4. 1496710980961   ->  [97, 37, -19, 122, 92, 1, 0, 0]


The ordering of the serialisers is important when using an ordered database/store, like Accumulo or HBase. If using either of these Gaffer Stores, you should use an serialiser that preserves object ordering for your vertices. If your vertices are serialised on an ordered fashion then you are able to do [range scans](https://github.com/gchq/Gaffer/wiki/Accumulo-specific-operation-examples#getelementsinranges-example).

It is advised that Properties included in the groupBy should also be serialised with an ordered serialiser to help maintain true ordering of the Accumulo/HBase row keys. However, this is not essential, but you will not be able to carry out range scans over other columns in the row key (column qualifier/visibility).

To fix this bug, we should deprecate all of the Raw Serialisers and write new serialisers based on:
https://github.com/apache/accumulo/blob/f81a8ec7410e789d11941351d5899b8894c6a322/core/src/main/java/org/apache/accumulo/core/client/lexicoder/ULongLexicoder.java.

We will need to update the Serialisation Factories, removing the deprecated serialisers and adding the new ones. This will break the serialisation of all the serialised data that has been serialised with the Raw Serialisers and have not explicitly defined them in their schema. This would occur due to new serialisation factory selecting the new serialiser, which will not be compatible with the existing serialised bytes. We must inform users that if they have an existing table in accumulo or hbase that they need to manually define the Raw Serialisers they are using in their schema.
",2017-06-19 08:06:36+00:00,2017-06-28 10:47:55+00:00,2017-06-23 12:06:17+00:00,closed,"[Label(name=""bug""), Label(name=""migration-required""), Label(name=""p:high"")]",988,https://github.com/gchq/Gaffer/issues/988,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['14c24564aa48208e17edf91c47f9bb80986d6518', '98c2df83da1f042c7c0d4f7cfe485af4d9ea71cf', '60eea246f55bda522a90d5f6d2da1c5db1968dc8', '3e430ecac2d077fbe9cdd465f80d2104adfad4fe', '025880806e76f2ab8638334a69f40c31a635d8e2', '67c709d9360877c14794854dc093b4072b920ec4', 'fffbb3454eb096fd694a4d921d9c8d4812e3fd49', '76f04e6a491b0d3f1956d32c74edaadcb36dac1f', 'a153ff6d8c811a3786f0e59920878a9987cd1f24', '28e1d1ccfa6a8d9ba2154d074b691b3d9bed63f3', '93e7ff22ff742fe96c0be043fd00ff22d27b635a', '1d94354047d558984d97ccbe087623c0b0041956', 'a3e2f0ed2f48632287fa612c8e3db08aa1271efd']",3.0
Update toString builders to use ToStringStyle.SHORT_PREFIX_STYLE,"In most cases you want just the object details not the class and memory location. So we should update the toString methods to use the ToStringStyle.SHORT_PREFIX_STYLE.

This would just be a simple find and replace throughout all the code base. Replacing 'new ToStringBuilder(this)' with 'new ToStringBuilder(this, ToStringStyle.SHORT_PREFIX_STYLE)'
",2017-06-19 07:34:37+00:00,2017-06-29 11:26:10+00:00,2017-06-29 11:26:05+00:00,closed,"[Label(name=""enhancement""), Label(name=""intermediate""), Label(name=""p:normal"")]",987,https://github.com/gchq/Gaffer/issues/987,"Milestone(title=""v0.7.6"", number=40)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['b0a3debda5b64087e0dc0137aa7ad93a0ee398da', 'f2d4cea9d23c53aa92072dbc044ccd9c79f25398', '2046778a0ff3c13f99c2d8255ba747c98da68c91', '1ed4a958c318ea0ed19b7507a1f2efe9706cdd81', '12534c112a5544f4722e0e24068ad828e92057cd', '8fb95d85fd6465db9d43c2d66842a7f471772d6f', 'e0cc3c42645b802cfa24234ac92be2e4c38bc349', '9515eacf0a7d6a7ad8f966069aaa0e6662671787', '3875b1dfcf026aec7783535e11afa88140ef55f0', '1009444639065c60f4279aa92cc123eebcca85a5', 'dcde9f7925a5a6f8f2b0460773967be8c2ba600d']",2.0
Gh 839 create timestamp set property,,2017-06-16 08:20:31+00:00,2017-06-19 15:15:53+00:00,2017-06-19 15:15:50+00:00,closed,[],986,https://github.com/gchq/Gaffer/pull/986,,False,,[],[],
gh-983 MapOfBitmaps,"Added a MapOfBitmaps Type and added a generic aggregator
For Serialisation an initial serialiser for MapOfBitmaps keyed by string is provided.",2017-06-15 18:28:02+00:00,2017-06-19 14:50:00+00:00,2017-06-19 14:49:52+00:00,closed,[],985,https://github.com/gchq/Gaffer/pull/985,,False,,[],[],
Gh 885 reduce times byte array is copied,,2017-06-15 16:26:25+00:00,2017-06-28 15:59:39+00:00,2017-06-27 15:36:28+00:00,closed,[],984,https://github.com/gchq/Gaffer/pull/984,,False,,[],[],
"Create MapOfBitmaps Object, Aggregation Function and Serialiser","Add a MapOfBitmaps object to the Bitmap Library
This will allow you to define a map of bitmaps (backed by a hash-map) as a property, this will save having to store multiple bitmaps in different properties.",2017-06-15 15:35:19+00:00,2017-06-19 16:00:20+00:00,2017-06-19 16:00:20+00:00,closed,"[Label(name=""enhancement"")]",983,https://github.com/gchq/Gaffer/issues/983,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""james010101101"")","[NamedUser(login=""james010101101"")]",[],
gh-981 - Fixed the accumulo and hbase table utils,,2017-06-15 15:12:23+00:00,2017-06-21 06:17:47+00:00,2017-06-21 06:17:44+00:00,closed,[],982,https://github.com/gchq/Gaffer/pull/982,,False,,[],[],
Existing Gaffer Accumulo tables pre 0.7.4 cannot be migrated to 0.7.4,"The AddUpdateTableIterator utility is used to migrate an accumulo table from one version to the next. However, the utility validates the table prior to upgrading it and if the validation fails then the table will not be upgraded.

The Accumulo aggregator iterator config was changed in 0.7.4 and this means the utility will always fail to run.

As a work around you will need to open the accumulo shell and manually update the Aggregator iterator config before running the AddUpdateTableIterator utility:

```bash
config -t <table-name> -s table.iterator.majc.Aggregator.opt.columns=<csv of your gaffer element groups>
config -t <table-name> -s table.iterator.minc.Aggregator.opt.columns=<csv of your gaffer element groups>
config -t <table-name> -s table.iterator.scan.Aggregator.opt.columns=<csv of your gaffer element groups>

config -t <table-name> -d table.iterator.majc.Aggregator.opt.all
config -t <table-name> -d table.iterator.minc.Aggregator.opt.all
config -t <table-name> -d table.iterator.scan.Aggregator.opt.all
``` 

",2017-06-15 13:38:05+00:00,2017-07-13 12:04:34+00:00,2017-06-21 06:17:57+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",981,https://github.com/gchq/Gaffer/issues/981,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]","['6a0da32bb7996d3b3544d827eb4716cf7bc2d903', '64c72c61ff90d3f7f36780cb4dfca6d1fb54ec9e', '526da56f32d9b961bac332137891e67ee1c30310']",2.0
Gh 975 schema element definition validator tests,,2017-06-15 13:13:27+00:00,2017-06-19 06:44:45+00:00,2017-06-19 06:44:43+00:00,closed,[],980,https://github.com/gchq/Gaffer/pull/980,,False,,[],[],
gh-977 - updated CountHandler to use stream instead of parallel streams,,2017-06-15 11:02:13+00:00,2017-06-15 14:40:25+00:00,2017-06-15 14:40:21+00:00,closed,[],979,https://github.com/gchq/Gaffer/pull/979,,False,,[],[],
gh-974 - more useful invalid/null schema exception added,,2017-06-15 10:34:23+00:00,2017-06-28 13:09:03+00:00,2017-06-15 15:51:43+00:00,closed,[],978,https://github.com/gchq/Gaffer/pull/978,,False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]",[],
The Count operation handler should not use parallel streams,"Currently the count operation handler uses parallel streams to count the input iterable. If the iterable is a element retriever for accumulo or hbase then the iterable does not support concurrent access.

In CountHandler change:
```java
return Streams.toParallelStream(operation.getInput()).count();
```
to
```java
return Streams.toStream(operation.getInput()).count();
```",2017-06-15 10:03:10+00:00,2017-06-15 14:40:38+00:00,2017-06-15 14:40:33+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",977,https://github.com/gchq/Gaffer/issues/977,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['d56608f14e943264950488d03eef26730e229694', 'b6d10198e7bc9e1016254e231811c3fa082dc63a']",1.0
The job tracker will not be updated if an Error is thrown,"The job tracker should be updated after an operation chain has completed or any error has occurred during execution of the operation chain.

However, the try catch block only catches Exception objects not Error objects so the job tracker will never be update in the event an Error occurs such as OutOfMemoryError.

See Store execute and executeJob methods.",2017-06-15 09:57:05+00:00,2017-06-28 11:45:39+00:00,2017-06-22 13:32:11+00:00,closed,"[Label(name=""bug""), Label(name=""p:normal"")]",976,https://github.com/gchq/Gaffer/issues/976,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['c8d18f8b2a50f1af053cca4e9f3cfc9a39834e1a', '1f179b3c0484001ff1d9fbb16819ff0f30aa0342', '0831f634c5b9551406ff22381be4ee578cf4502c', '51225bf062e89169b14e56e2b6314c09d6093840']",1.0
SchemaElementDefinitionValidatorTest only test validationResult to false,The checks for failure from the validationResult within SchemaElementDefinitionValidatorTest only test that it is false.  These should check the error message too as the failure could be set in multiple places.,2017-06-15 09:52:37+00:00,2017-06-19 06:45:07+00:00,2017-06-19 06:44:56+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:low"")]",975,https://github.com/gchq/Gaffer/issues/975,"Milestone(title=""v0.7.5"", number=39)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]","['5aa503da9424e5d3a462310cc4594ca14e7359f2', 'a6b4d41fe12b25ff4395ef5c7180bae4ea7497b9']",1.0
